"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3410","check login","chromium","Wed Apr 02 17:25:00 IST 2025","passed","Wed Apr 02 17:25:04 IST 2025","","firstexample.spec.js","",""
